   q      I      error
0.000296, 1223555.598209, 155.072580
0.000888, 453719.597995, 54.799080
0.001480, 110048.124472, 20.926234
0.002072, 15164.435916, 6.568050
0.002664, 410.009074, 0.952690
0.003255, 45.520919, 0.287178
0.003847, 19.316426, 0.172099
0.004439, 10.281992, 0.116977
0.005031, 6.209856, 0.085342
0.005623, 3.891764, 0.063976
0.006215, 2.618773, 0.049868
0.006807, 1.831616, 0.039869
0.007399, 1.327643, 0.032544
0.007991, 1.006758, 0.027271
0.008583, 0.776968, 0.023117
0.009175, 0.640530, 0.020301
0.009766, 0.505546, 0.017481
0.010358, 0.400766, 0.015113
0.010950, 0.367809, 0.014082
0.011542, 0.279207, 0.011950
0.012134, 0.260504, 0.011258
0.012726, 0.234385, 0.010428
0.013318, 0.210759, 0.009666
0.013910, 0.166552, 0.008410
0.014502, 0.151490, 0.007853
0.015094, 0.143021, 0.007480
0.015686, 0.124717, 0.006852
0.016277, 0.112581, 0.006391
0.016869, 0.105887, 0.006088
0.017461, 0.098518, 0.005844
0.018053, 0.104354, 0.006105
0.018645, 0.083592, 0.005472
0.019237, 0.087531, 0.005588
0.019829, 0.081888, 0.005383
0.020421, 0.080786, 0.005320
0.021013, 0.069526, 0.004908
0.021605, 0.068283, 0.004834
0.022196, 0.063531, 0.004633
0.022788, 0.063083, 0.004584
0.023380, 0.078332, 0.004914
0.023972, 0.067301, 0.004423
0.024564, 0.059073, 0.004056
0.025156, 0.063845, 0.004139
0.025748, 0.063587, 0.004063
0.026340, 0.059114, 0.003857
0.026932, 0.066647, 0.004036
0.027524, 0.068673, 0.004041
0.028116, 0.068403, 0.003980
0.028707, 0.074875, 0.004113
0.029299, 0.073418, 0.004022
0.029891, 0.071178, 0.003915
0.030483, 0.068072, 0.003785
0.031075, 0.078575, 0.004021
0.031667, 0.079346, 0.003997
0.032259, 0.081958, 0.004021
0.032851, 0.080648, 0.003947
0.033443, 0.083596, 0.003979
0.034035, 0.093282, 0.004162
0.034626, 0.099709, 0.004263
0.035218, 0.104312, 0.004319
0.035810, 0.129173, 0.004763
0.036402, 0.148063, 0.005054
0.036994, 0.144862, 0.004955
0.037586, 0.180245, 0.005479
0.038178, 0.211099, 0.005879
0.038770, 0.294937, 0.006893
0.039362, 0.457869, 0.008518
0.039954, 0.581708, 0.009524
0.040546, 0.497256, 0.008736
0.041137, 0.423063, 0.007996
0.041729, 0.519540, 0.008793
0.042321, 0.759370, 0.010551
0.042913, 1.196087, 0.013146
0.043505, 1.684355, 0.015490
0.044097, 2.226159, 0.017676
0.044689, 2.694668, 0.019309
0.045281, 2.833438, 0.019664
0.045873, 3.055168, 0.020278
0.046465, 3.836429, 0.022571
0.047057, 3.696018, 0.022005
0.047648, 2.930294, 0.019465
0.048240, 2.356885, 0.017347
0.048832, 1.876136, 0.015379
0.049424, 1.347297, 0.012951
0.050016, 0.772748, 0.009745
0.050608, 0.500221, 0.007792
0.051200, 0.354157, 0.006517
0.051792, 0.307101, 0.006032
0.052384, 0.254207, 0.005456
0.052976, 0.210987, 0.004941
0.053567, 0.192595, 0.004694
0.054159, 0.177853, 0.004485
0.054751, 0.155269, 0.004167
0.055343, 0.140341, 0.003939
0.055935, 0.137465, 0.003877
0.056527, 0.130290, 0.003754
0.057119, 0.125197, 0.003660
0.057711, 0.116997, 0.003519
0.058303, 0.102649, 0.003284
0.058895, 0.099663, 0.003278
0.059487, 0.092152, 0.003172
0.060078, 0.087491, 0.003101
0.060670, 0.080929, 0.002987
0.061262, 0.077619, 0.002929
0.061854, 0.078538, 0.002947
0.062446, 0.075911, 0.002897
0.063038, 0.069806, 0.002777
0.063630, 0.067070, 0.002720
0.064222, 0.062602, 0.002599
0.064814, 0.056561, 0.002426
0.065406, 0.055148, 0.002370
0.065997, 0.053427, 0.002312
0.066589, 0.050151, 0.002223
0.067181, 0.048564, 0.002172
0.067773, 0.047861, 0.002142
0.068365, 0.045587, 0.002078
0.068957, 0.046520, 0.002087
0.069549, 0.043727, 0.002011
0.070141, 0.044687, 0.002022
0.070733, 0.041883, 0.001947
0.071325, 0.041674, 0.001941
0.071917, 0.038484, 0.001888
0.072508, 0.039740, 0.001928
0.073100, 0.034737, 0.001807
0.073692, 0.038520, 0.001903
0.074284, 0.034622, 0.001800
0.074876, 0.032582, 0.001742
0.075468, 0.033219, 0.001758
0.076060, 0.032525, 0.001739
0.076652, 0.034049, 0.001778
0.077244, 0.032819, 0.001744
0.077836, 0.031215, 0.001700
0.078428, 0.031120, 0.001695
0.079019, 0.030083, 0.001665
0.079611, 0.037604, 0.001859
0.080203, 0.044011, 0.002009
0.080795, 0.048569, 0.002110
0.081387, 0.045012, 0.002066
0.081979, 0.036072, 0.001870
0.082571, 0.032260, 0.001780
0.083163, 0.030952, 0.001717
0.083755, 0.031259, 0.001707
0.084347, 0.029092, 0.001635
0.084938, 0.028031, 0.001603
0.085530, 0.025322, 0.001524
0.086122, 0.025631, 0.001531
0.086714, 0.024922, 0.001506
0.087306, 0.024957, 0.001504
0.087898, 0.028618, 0.001607
0.088490, 0.027857, 0.001581
0.089082, 0.027497, 0.001568
0.089674, 0.028970, 0.001606
0.090266, 0.031074, 0.001660
0.090858, 0.028842, 0.001595
0.091449, 0.029590, 0.001613
0.092041, 0.027753, 0.001559
0.092633, 0.028173, 0.001566
0.093225, 0.023930, 0.001438
0.093817, 0.026186, 0.001499
0.094409, 0.024960, 0.001459
0.095001, 0.021603, 0.001353
0.095593, 0.022378, 0.001372
0.096185, 0.019606, 0.001281
0.096777, 0.020174, 0.001297
0.097368, 0.021233, 0.001328
0.097960, 0.019471, 0.001269
0.098552, 0.021379, 0.001328
0.099144, 0.017480, 0.001215
0.099736, 0.017390, 0.001228
0.100328, 0.016342, 0.001198
0.100920, 0.014618, 0.001138
0.101512, 0.018248, 0.001277
0.102104, 0.017983, 0.001273
0.102696, 0.015963, 0.001203
0.103288, 0.016976, 0.001246
0.103879, 0.017376, 0.001266
0.104471, 0.020570, 0.001377
0.105063, 0.015844, 0.001187
0.105655, 0.015459, 0.001161
0.106247, 0.018185, 0.001251
0.106839, 0.017772, 0.001230
0.107431, 0.020267, 0.001308
0.108023, 0.020068, 0.001296
0.108615, 0.018648, 0.001245
0.109207, 0.017804, 0.001212
0.109799, 0.018783, 0.001241
0.110390, 0.016819, 0.001171
0.110982, 0.018080, 0.001211
0.111574, 0.018944, 0.001236
0.112166, 0.018471, 0.001217
0.112758, 0.019196, 0.001238
0.113350, 0.015948, 0.001125
0.113942, 0.016533, 0.001143
0.114534, 0.014594, 0.001071
0.115126, 0.013638, 0.001033
0.115718, 0.016569, 0.001136
0.116309, 0.017480, 0.001164
0.116901, 0.017855, 0.001174
0.117493, 0.016336, 0.001120
0.118085, 0.017032, 0.001142
0.118677, 0.017769, 0.001163
0.119269, 0.017857, 0.001164
0.119861, 0.016060, 0.001101
0.120453, 0.014863, 0.001057
0.121045, 0.015303, 0.001071
0.121637, 0.016095, 0.001096
0.122229, 0.014093, 0.001023
0.122820, 0.014874, 0.001047
0.123412, 0.018408, 0.001161
0.124004, 0.018079, 0.001147
0.124596, 0.016046, 0.001078
0.125188, 0.015880, 0.001069
0.125780, 0.013381, 0.000978
0.126372, 0.012614, 0.000947
0.126964, 0.014852, 0.001025
0.127556, 0.013790, 0.000986
0.128148, 0.014294, 0.001001
0.128739, 0.013465, 0.000969
0.129331, 0.013144, 0.000956
0.129923, 0.012815, 0.000942
0.130515, 0.013844, 0.000977
0.131107, 0.012024, 0.000909
0.131699, 0.013368, 0.000957
0.132291, 0.013747, 0.000969
0.132883, 0.011493, 0.000885
0.133475, 0.012143, 0.000909
0.134067, 0.012297, 0.000913
0.134659, 0.013075, 0.000940
0.135250, 0.012294, 0.000910
0.135842, 0.011914, 0.000894
0.136434, 0.012195, 0.000903
0.137026, 0.011811, 0.000888
0.137618, 0.012215, 0.000901
0.138210, 0.014062, 0.000965
0.138802, 0.011874, 0.000886
0.139394, 0.011940, 0.000887
0.139986, 0.013070, 0.000932
0.140578, 0.013420, 0.000960
0.141170, 0.011290, 0.000887
0.141761, 0.009553, 0.000821
0.142353, 0.011947, 0.000923
0.142945, 0.010911, 0.000886
0.143537, 0.011001, 0.000893
0.144129, 0.009145, 0.000817
0.144721, 0.011312, 0.000911
0.145313, 0.009450, 0.000835
0.145905, 0.009892, 0.000857
0.146497, 0.010025, 0.000864
0.147089, 0.009927, 0.000862
0.147680, 0.009827, 0.000860
0.148272, 0.010217, 0.000878
0.148864, 0.011590, 0.000937
0.149456, 0.011717, 0.000944
0.150048, 0.010064, 0.000876
0.150640, 0.008751, 0.000819
0.151232, 0.008881, 0.000826
0.151824, 0.008114, 0.000791
0.152416, 0.010549, 0.000903
0.153008, 0.011465, 0.000943
0.153600, 0.009607, 0.000864
0.154191, 0.010597, 0.000909
0.154783, 0.011502, 0.000948
0.155375, 0.010033, 0.000886
0.155967, 0.009027, 0.000842
0.156559, 0.010164, 0.000894
0.157151, 0.010334, 0.000902
0.157743, 0.009520, 0.000866
0.158335, 0.009954, 0.000885
0.158927, 0.010459, 0.000907
0.159519, 0.010475, 0.000907
0.160111, 0.009399, 0.000859
0.160702, 0.009229, 0.000850
0.161294, 0.009534, 0.000864
0.161886, 0.010104, 0.000888
0.162478, 0.011214, 0.000934
0.163070, 0.010720, 0.000912
0.163662, 0.009360, 0.000852
0.164254, 0.009251, 0.000847
0.164846, 0.008695, 0.000820
0.165438, 0.009740, 0.000868
0.166030, 0.008712, 0.000820
0.166621, 0.009370, 0.000850
0.167213, 0.008261, 0.000797
0.167805, 0.007584, 0.000764
0.168397, 0.008302, 0.000798
0.168989, 0.009071, 0.000834
0.169581, 0.008811, 0.000821
0.170173, 0.011008, 0.000918
0.170765, 0.009291, 0.000842
0.171357, 0.010392, 0.000890
0.171949, 0.011470, 0.000935
0.172541, 0.009503, 0.000850
0.173132, 0.009412, 0.000845
0.173724, 0.010582, 0.000896
0.174316, 0.008892, 0.000821
0.174908, 0.007239, 0.000740
0.175500, 0.008120, 0.000783
0.176092, 0.008639, 0.000807
0.176684, 0.010310, 0.000881
0.177276, 0.009343, 0.000838
0.177868, 0.009865, 0.000861
0.178460, 0.008069, 0.000778
0.179051, 0.008473, 0.000797
0.179643, 0.008813, 0.000812
0.180235, 0.007890, 0.000770
0.180827, 0.009610, 0.000869
0.181419, 0.008315, 0.000820
0.182011, 0.008641, 0.000844
0.182603, 0.011065, 0.000963
0.183195, 0.010180, 0.000931
0.183787, 0.008976, 0.000880
0.184379, 0.009248, 0.000899
0.184971, 0.009007, 0.000892
0.185562, 0.007597, 0.000824
0.186154, 0.007702, 0.000834
0.186746, 0.008604, 0.000886
0.187338, 0.006164, 0.000753
0.187930, 0.009250, 0.000927
0.188522, 0.010764, 0.001004
0.189114, 0.009076, 0.000926
0.189706, 0.008714, 0.000911
0.190298, 0.007798, 0.000866
0.190890, 0.007063, 0.000827
0.191482, 0.010168, 0.000996
0.192073, 0.008508, 0.000915
0.192665, 0.009354, 0.000964
0.193257, 0.007871, 0.000888
0.193849, 0.006789, 0.000827
0.194441, 0.009626, 0.000986
0.195033, 0.008356, 0.000919
0.195625, 0.007931, 0.000897
0.196217, 0.007741, 0.000887
0.196809, 0.008661, 0.000939
0.197401, 0.007445, 0.000872
0.197992, 0.008587, 0.000936
0.198584, 0.007894, 0.000897
0.199176, 0.007524, 0.000877
0.199768, 0.006662, 0.000826
0.200360, 0.008889, 0.000954
0.200952, 0.007733, 0.000891
0.201544, 0.008629, 0.000942
0.202136, 0.008180, 0.000918
0.202728, 0.010479, 0.001040
0.203320, 0.010247, 0.001029
0.203912, 0.006387, 0.000813
0.204503, 0.007281, 0.000869
0.205095, 0.008623, 0.000947
0.205687, 0.007935, 0.000909
0.206279, 0.008205, 0.000925
0.206871, 0.007385, 0.000878
0.207463, 0.010035, 0.001024
0.208055, 0.008304, 0.000932
0.208647, 0.011795, 0.001112
0.209239, 0.009265, 0.000986
0.209831, 0.008714, 0.000957
0.210422, 0.011033, 0.001078
0.211014, 0.009782, 0.001015
0.211606, 0.009659, 0.001010
0.212198, 0.008859, 0.000967
0.212790, 0.007270, 0.000877
0.213382, 0.007984, 0.000919
0.213974, 0.007205, 0.000874
0.214566, 0.007590, 0.000898
0.215158, 0.008269, 0.000937
0.215750, 0.007752, 0.000908
0.216342, 0.010358, 0.001050
0.216933, 0.010219, 0.001044
0.217525, 0.009024, 0.000981
0.218117, 0.009555, 0.001010
0.218709, 0.009927, 0.001031
0.219301, 0.008944, 0.000979
0.219893, 0.009569, 0.001013
0.220485, 0.012363, 0.001152
0.221077, 0.007304, 0.000886
0.221669, 0.009256, 0.000997
0.222261, 0.009002, 0.000984
0.222853, 0.008187, 0.000939
0.223444, 0.007311, 0.000888
0.224036, 0.008297, 0.000946
0.224628, 0.007291, 0.000887
0.225220, 0.007172, 0.000880
0.225812, 0.008625, 0.000966
0.226404, 0.008592, 0.000965
0.226996, 0.008851, 0.000979
0.227588, 0.009537, 0.001017
0.228180, 0.008539, 0.000963
0.228772, 0.007580, 0.000908
0.229363, 0.008094, 0.000938
0.229955, 0.007253, 0.000888
0.230547, 0.010402, 0.001064
0.231139, 0.010831, 0.001087
0.231731, 0.009352, 0.001010
0.232323, 0.008411, 0.000958
0.232915, 0.007593, 0.000911
0.233507, 0.008395, 0.000958
0.234099, 0.006894, 0.000869
0.234691, 0.007963, 0.000935
0.235283, 0.010224, 0.001101
0.235874, 0.007623, 0.000972
0.236466, 0.007078, 0.000953
0.237058, 0.008566, 0.001066
0.237650, 0.010091, 0.001176
0.238242, 0.010545, 0.001220
0.238834, 0.008863, 0.001134
0.239426, 0.009241, 0.001173
0.240018, 0.008864, 0.001164
