0.00372449	27.19156172	5.99889164
0.00419005	22.63562908	0.88567804
0.00465561	20.15060164	0.59700248
0.00512117	15.96946543	0.42316937
0.00558674	14.62339955	0.35444452
0.00605230	14.90518619	0.29444665
0.00651786	13.35857439	0.23694411
0.00698342	11.93835700	0.20122601
0.00744898	11.47486848	0.18058685
0.00791454	10.04341181	0.15640631
0.00838010	9.77249995	0.14302193
0.00884567	9.08406144	0.12807945
0.00931123	8.95745217	0.11812616
0.00977679	9.04620830	0.10826483
0.01024235	8.74034709	0.10022600
0.01070791	7.70912141	0.09184068
0.01117347	6.76292580	0.08423103
0.01163903	6.10428417	0.07815213
0.01210459	5.95246942	0.07556262
0.01257016	5.38307938	0.07041848
0.01303572	5.04207222	0.06681450
0.01350128	4.66302189	0.06310448
0.01396684	4.50429998	0.06095770
0.01443240	4.28786354	0.05843817
0.01489796	4.16752486	0.05663636
0.01536352	3.99510367	0.05458261
0.01582909	3.89302272	0.05307134
0.01629465	3.82123019	0.05177838
0.01676021	3.71711099	0.05030954
0.01722577	3.61412449	0.04890810
0.01769133	3.62316343	0.04829775
0.01815689	3.52257648	0.04789986
0.01862245	3.45079097	0.04801346
0.01908801	3.44528304	0.04807746
0.01955358	3.39924616	0.04772438
0.02001914	3.47210219	0.04812463
0.02048470	3.48072903	0.04804490
0.02095026	3.48274839	0.04785626
0.02141582	3.37044870	0.04689454
0.02188138	3.37634894	0.04671836
0.02234694	3.42984738	0.04687380
0.02281251	3.42255243	0.04659658
0.02327807	3.56321383	0.04729483
0.02374363	3.62004538	0.04742214
0.02420919	3.65162083	0.04739073
0.02467475	3.72492668	0.04760144
0.02514031	3.86539022	0.04823545
0.02560587	4.00005897	0.04880552
0.02607143	4.13155757	0.04932422
0.02653700	4.44735007	0.05089545
0.02700256	5.06998045	0.05406318
0.02746812	9.38068864	0.07315237
0.02793368	20.77371796	0.10825632
0.02839924	37.11414628	0.14395507
0.02886480	55.39127777	0.17487376
0.02933036	90.11166425	0.22190335
0.02979592	148.90778132	0.28375488
0.03026149	212.97965534	0.33751788
0.03072705	281.57282005	0.38604626
0.03119261	365.92934121	0.43791903
0.03165817	467.87692665	0.49260828
0.03212373	583.89227323	0.54761407
0.03258929	650.03323731	0.57541826
0.03305485	641.49971069	0.58615795
0.03352042	657.48148942	0.60058986
0.03398598	659.88314711	0.60512642
0.03445154	636.63061591	0.59597290
0.03491710	623.76773128	0.59047244
0.03538266	629.86324759	0.59339993
0.03584822	660.12056121	0.60991236
0.03631378	703.47927226	0.63217337
0.03677934	724.75098729	0.64411257
0.03724491	735.71613088	0.65121858
0.03771047	729.47953705	0.64897800
0.03817603	658.75520040	0.61575293
0.03864159	548.85915136	0.56095691
0.03910715	446.20090796	0.50485797
0.03957271	352.69331463	0.44800431
0.04003827	271.95968979	0.39260452
0.04050384	195.70677674	0.33239102
0.04096940	116.39626382	0.25575107
0.04143496	64.18831292	0.18951530
0.04190052	37.99657333	0.14549740
0.04236608	19.75774865	0.10468105
0.04283164	8.80221853	0.06971939
0.04329720	5.35368899	0.05423895
0.04376276	4.71037072	0.05075877
0.04422833	4.35049767	0.04867034
