0.00646896	14.61787284	1.70887767
0.00693103	14.59143681	0.20220992
0.00739310	15.22256550	0.16146603
0.00785517	14.40749457	0.15066691
0.00831724	12.41864988	0.13529985
0.00877931	11.01992302	0.12334336
0.00924138	9.92755312	0.11332397
0.00970345	9.10633362	0.10575813
0.01016552	9.12285252	0.10334874
0.01062758	9.96659553	0.10533600
0.01108965	9.45388043	0.10021994
0.01155172	8.36851471	0.09212345
0.01201379	7.42832772	0.08495934
0.01247586	6.42027046	0.07741193
0.01293793	5.99525120	0.07337393
0.01340000	5.26301929	0.06751154
0.01386207	4.73892314	0.06292325
0.01432414	4.26772755	0.05870877
0.01478620	3.94678469	0.05554839
0.01524827	3.72441442	0.05306908
0.01571034	3.56874510	0.05115439
0.01617241	3.41134974	0.04926364
0.01663448	3.27338955	0.04756204
0.01709655	3.12330033	0.04579775
0.01755862	3.08608511	0.04570144
0.01802069	2.99561487	0.04562920
0.01848276	2.95318634	0.04541181
0.01894482	2.90553276	0.04503186
0.01940689	2.80913844	0.04415420
0.01986896	2.78800805	0.04383644
0.02033103	2.75506982	0.04341976
0.02079310	2.69848880	0.04279372
0.02125517	2.77479661	0.04318908
0.02171724	2.79500735	0.04314139
0.02217931	2.82627553	0.04315674
0.02264138	2.76980184	0.04250170
0.02310344	2.87072901	0.04303856
0.02356551	2.92392529	0.04319451
0.02402758	2.93824550	0.04305668
0.02448965	3.03913751	0.04355865
0.02495172	3.06224695	0.04348566
0.02541379	3.16509117	0.04396653
0.02587586	3.27323943	0.04445973
0.02633793	3.29717791	0.04438115
0.02680000	3.34506106	0.04444767
0.02726206	3.56848705	0.04566496
0.02772413	3.75223810	0.04656298
0.02818620	4.01464455	0.04789830
0.02864827	4.24335826	0.04898574
0.02911034	4.51470324	0.05025270
0.02957241	4.92777434	0.05221329
0.03003448	5.73427946	0.05603462
0.03049655	7.57755105	0.06407626
0.03095862	11.38946099	0.07813662
0.03142068	17.82356182	0.09725134
0.03188275	25.87244919	0.11654535
0.03234482	34.85306653	0.13457857
0.03280689	43.92377451	0.15029265
0.03326896	52.63082982	0.16369514
0.03373103	63.30853512	0.17863669
0.03419310	86.21006559	0.20745695
0.03465517	135.31416709	0.25861376
0.03511724	213.26448109	0.32306923
0.03557930	289.19144892	0.37440806
0.03604137	331.56741210	0.40774548
0.03650344	324.84750501	0.40987611
0.03696551	293.94456273	0.39257394
0.03742758	263.04302376	0.37230535
0.03788965	241.51646502	0.35694231
0.03835172	243.81239719	0.35972941
0.03881379	258.28645281	0.37208181
0.03927586	279.04635701	0.38843568
0.03973792	293.99800763	0.40025874
0.04019999	302.51509779	0.40648534
0.04066206	299.48001545	0.40391503
0.04112413	278.03407903	0.38863428
0.04158620	229.40526081	0.35247870
0.04204827	159.90649303	0.29380282
0.04251034	98.08653463	0.22971528
0.04297241	58.91535616	0.17771134
0.04343448	38.08267949	0.14261462
0.04389654	25.98367421	0.11757839
0.04435861	17.92699031	0.09747285
0.04482068	11.96769901	0.07948316
0.04528275	8.55083593	0.06704872
0.04574482	6.72563397	0.05934230
0.04620689	5.89547630	0.05544219
0.04666896	5.34300320	0.05266902
0.04713103	4.86729982	0.05016287
0.04759310	4.59168473	0.04861675
0.04805516	4.32273524	0.04706965
0.04851723	3.99118160	0.04512870
0.04897930	3.85594647	0.04426008
0.04944137	3.64979258	0.04296580
0.04990344	3.43660417	0.04159941
0.05036551	3.35626965	0.04101917
0.05082758	3.11083496	0.03940180
0.05128965	2.97861791	0.03846909
0.05175172	2.88599344	0.03778139
0.05221378	2.85897381	0.03751947
0.05267585	2.68987408	0.03631134
0.05313792	2.56098845	0.03535065
0.05359999	2.48475292	0.03474242
0.05406206	2.36189348	0.03379547
0.05452413	2.34116167	0.03357090
0.05498620	2.17827994	0.03230920
0.05544827	2.17673930	0.03222480
0.05591034	2.08029306	0.03143216
0.05637240	2.04202676	0.03107098
0.05683447	1.93490605	0.03017705
0.05729654	1.94444321	0.03018353
0.05775861	1.91667378	0.02989990
0.05822068	1.80561623	0.02895599
0.05868275	1.79739157	0.02882478
0.05914482	1.70084749	0.02797743
0.05960689	1.67060008	0.02766586
0.06006896	1.68583005	0.02772984
0.06053102	1.60529830	0.02699956
0.06099309	1.59514374	0.02685429
0.06145516	1.56107440	0.02650757
0.06191723	1.52419862	0.02613437
0.06237930	1.51549306	0.02600233
0.06284137	1.55340134	0.02626794
0.06330344	1.44949394	0.02531859
0.06376551	1.46073606	0.02536136
0.06422758	1.54846516	0.02605452
0.06468964	1.50505273	0.02563098
0.06515171	1.52466324	0.02574170
0.06561378	1.47207311	0.02523920
0.06607585	1.47239904	0.02518787
0.06653792	1.47660242	0.02516920
0.06699999	1.43168708	0.02473049
0.06746206	1.46769542	0.02498622
0.06792413	1.40139518	0.02436340
0.06838620	1.31244399	0.02352767
0.06884826	1.37604037	0.02403993
0.06931033	1.37927450	0.02401769
0.06977240	1.31596745	0.02341032
0.07023447	1.30380979	0.02325314
0.07069654	1.25677924	0.02278236
0.07115861	1.32185003	0.02331601
0.07162068	1.37769047	0.02375423
0.07208275	1.37737377	0.02370197
0.07254482	1.40447865	0.02388476
0.07300688	1.53634248	0.02492964
0.07346895	1.61753038	0.02552744
0.07393102	1.88425738	0.02749585
0.07439309	2.29292711	0.03026951
0.07485516	2.63005753	0.03235312
0.07531723	2.91468431	0.03398939
0.07577930	2.89076887	0.03378146
0.07624137	2.84405716	0.03344035
0.07670344	2.68486467	0.03242585
0.07716550	2.57228462	0.03167575
0.07762757	2.53825129	0.03140244
0.07808964	2.50955578	0.03116259
0.07855171	2.51788526	0.03115279
0.07901378	2.49961698	0.03097841
0.07947585	2.20115736	0.02901342
0.07993792	1.85640234	0.02659210
0.08039999	1.50608427	0.02390536
0.08086206	1.24787196	0.02171767
0.08132412	1.01876030	0.01958494
0.08178619	0.95431255	0.01891892
0.08224826	0.84918324	0.01781206
0.08271033	0.78287142	0.01706987
0.08317240	0.80417460	0.01726726
0.08363447	0.80043814	0.01719431
0.08409654	0.78935190	0.01704254
0.08455861	0.74755147	0.01655375
0.08502067	0.77377143	0.01680998
0.08548274	0.73993379	0.01640719
0.08594481	0.71480076	0.01609597
0.08640688	0.73355845	0.01627546
0.08686895	0.71111300	0.01599471
0.08733102	0.71789913	0.01604119
0.08779309	0.70325426	0.01584717
0.08825516	0.74425992	0.01627267
0.08871723	0.73017349	0.01608843
0.08917929	0.75864733	0.01636912
0.08964136	0.71760729	0.01589131
0.09010343	0.74193747	0.01612904
0.09056550	0.73829609	0.01606044
0.09102757	0.75281785	0.01618812
0.09148964	0.73649954	0.01598291
0.09195171	0.73550062	0.01594353
0.09241378	0.75243393	0.01609715
0.09287585	0.76441036	0.01619600
0.09333791	0.71044497	0.01558590
0.09379998	0.72300727	0.01569529
0.09426205	0.69607490	0.01537310
0.09472412	0.75040390	0.01593368
0.09518619	0.75525623	0.01595723
0.09564826	0.79243626	0.01631651
0.09611033	0.84462184	0.01681591
0.09657240	0.89927793	0.01732142
0.09703447	0.97144114	0.01797184
0.09749653	1.04502294	0.01860804
0.09795860	1.14834984	0.01947269
0.09842067	1.27474379	0.02048141
0.09888274	1.49703817	0.02215729
0.09934481	1.71261077	0.02365863
0.09980688	2.08564813	0.02606427
0.10026895	2.46979923	0.02831519
0.10073102	2.78708755	0.03002857
0.10119309	3.05745655	0.03139808
0.10165515	3.29981700	0.03256417
0.10211722	3.49487784	0.03345700
0.10257929	3.51239033	0.03348481
0.10304136	3.59284349	0.03381016
0.10350343	3.48598033	0.03324801
0.10396550	3.22773901	0.03194010
0.10442757	2.83727374	0.02989678
0.10488964	2.36828833	0.02726957
0.10535171	1.88607389	0.02429588
0.10581377	1.44818196	0.02125471
0.10627584	1.15207159	0.01892698
0.10673791	0.96016476	0.01725063
0.10719998	0.86744874	0.01637014
0.10766205	0.81313502	0.01582394
0.10812412	0.75610269	0.01523439
0.10858619	0.72047601	0.01484748
